Ano;Id;Município;N. Internação;Dias de Permanência;N. Óbitos;Prop Inter / Total Pop;Prop Dias Perm / Internações;Prop de Óbitos / Inter;IDHM;PIB per Capita série revisada;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;ES001 - População total atendida com esgotamento sanitário;ES002 - Quantidade de ligações ativas de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN046_AE - Índice de esgoto tratado referido à água consumida;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água
2012;189;Muzambinho;36;89;1;0,001764187;2,472222222;0,027777778;0,74;15175,04;20406;15711;5119;860,01;0;92,07;0;0;76,99
2012;190;Nanuque;40;135;1;0,000982415;3,375;0,025;0,701;12108,34;40716;34809;10456;1023,53;0,47;60,7;0,05;0,03;85,49
2012;194;Nova Lima;18;107;0;0,000215551;5,944444444;0;0,813;94879,48;83507;14918;2366;599,76;599,76;10,22;100;10,22;17,86
2012;195;Nova Ponte;3;5;0;0,000225327;1,666666667;0;0,701;47397,89;13314;12067;4246;609,6;609,6;80;100;80;90,63
2012;196;Nova Serrana;13;37;0;0,000164195;2,846153846;0;0,715;18816,57;79174;74873;22081;2491,02;0,05;75,17;0;0;94,57
2012;197;Novo Cruzeiro;88;278;1;0,002860207;3,159090909;0,011363636;0,571;4901,4;30767;8081;2361;196,04;7,16;54,07;3,65;1,97;26,27
2012;198;Oliveira;22;99;1;0,00055275;4,5;0,045454545;0,699;13873,4;39801;35581;11819;1553;47;80,01;3,03;2,42;89,4
2012;199;Ouro Branco;8;39;2;0,000222185;4,875;0,25;0,764;79036,22;36006;32270;10990;1334,93;494,48;73,01;37,04;27,04;89,62
2012;200;Ouro Fino;115;258;3;0,003605807;2,243478261;0,026086957;0,722;15255,09;31893;31580;8253;1229,83;0;79,67;0;0;99,02
2012;201;Ouro Preto;47;184;1;0,000663036;3,914893617;0,021276596;0,741;80103,69;70886;46947;23312;4664,34;35,33;55,99;0,76;0,42;66,23
2012;204;Pará de Minas;32;127;0;0,000372492;3,96875;0;0,725;22507,32;85908;81199;27611;3785,41;2771,08;75,71;73,2;55,42;94,52
2012;205;Paracatu;23;76;1;0,000266967;3,304347826;0,043478261;0,744;31081,58;86153;75022;21233;2343,84;2109,53;68,18;90;61,36;87,08
2012;206;Paraguaçu;2;3;0;9,78378E-05;1,5;0;0,715;15920,04;20442;17880;5984;740,34;740,34;76,52;100;76,52;87,47
2012;208;Paraopeba;36;114;0;0,001572533;3,166666667;0;0,694;15964,03;22893;15730;4800;500;0;46,81;0;0;68,71
2012;209;Passa Quatro;19;46;0;0,001210808;2,421052632;0;0,715;15470,5;15692;13500;4030;660;0;82,83;0;0;86,03
2012;210;Passa Tempo;34;79;0;0,004169221;2,323529412;0;0,687;16156,65;8155;5892;2036;348,42;0;100;0;0;72,25
2012;211;Passos;113;358;1;0,001049591;3,168141593;0,008849558;0,756;16684,78;107661;100897;33092;5668,41;2692,77;79,18;47,5;37,61;93,72
2012;212;Patos de Minas;64;268;1;0,000454062;4,1875;0,015625;0,765;18840,11;140950;129787;44635;5793,38;0,05;77,79;0;0;92,08
2012;213;Patrocínio;49;175;0;0,000584154;3,571428571;0;0,729;20880,9;83882;73364;23930;2688;2150;80;79,99;63,99;87,46
2012;215;Pedra Azul;89;338;0;0,003727905;3,797752809;0;0,627;7945;23874;20488;5330;487,14;0;63,9;0;0;85,82
2012;218;Pedro Leopoldo;5;41;1;8,37942E-05;8,2;0,2;0,757;24808,03;59670;42631;11511;1521,63;0,29;45,55;0,02;0,01;71,44
2012;219;Perdões;21;49;0;0,001034891;2,333333333;0;0,744;15604,91;20292;17716;5858;612,46;0;67,6;0;0;87,31
2012;220;Piedade do Rio Grande;4;14;0;0,000859107;3,5;0;0,678;22040,23;4656;4656;1164;139,68;0;94,76;0;0;100
2012;222;Pirapora;46;164;0;0,00085451;3,565217391;0;0,731;25506,66;53832;16772;5114;746,5;672;15,63;90,02;14,07;31,16
2012;223;Pitangui;107;509;1;0,004151954;4,757009346;0,009345794;0,725;11827,31;25771;23250;6850;1595,58;0;100;0;0;90,22
2012;224;Piumhi;330;962;1;0,010200297;2,915151515;0,003030303;0,737;19944,2;32352;28900;11310;1441,05;1441,05;79,21;100;79,21;89,33
2012;225;Poços de Caldas;25;94;0;0,000161317;3,76;0;0,779;31220,24;154974;150896;50282;8418,2;2104;85;24,99;21,24;97,37
2012;228;Ponte Nova;63;303;1;0,001091741;4,80952381;0,015873016;0,717;18587,87;57706;56056;12855;4420;0;84,59;0;0;97,14
2012;229;Porteirinha;137;404;3;0,00364478;2,948905109;0,02189781;0,651;5876,18;37588;8900;2716;257,49;257,49;22,42;100;22,42;23,68
2012;231;Pouso Alegre;61;423;2;0,000454495;6,93442623;0,032786885;0,774;31255,6;134215;122886;41755;5456,89;2702,86;77,08;49,53;38,18;91,56
2012;232;Prados;15;41;1;0,001765745;2,733333333;0,066666667;0,689;10684,02;8495;6010;2081;157,02;0;64,08;0;0;70,75
2012;233;Prata;44;99;0;0,001683308;2,25;0;0,695;25729,6;26139;19700;7722;1600;0;100;0;0;75,37
2012;236;Raul Soares;57;162;2;0,002400202;2,842105263;0,035087719;0,655;8436,47;23748;14245;4625;651,53;0;80,6;0;0;59,98
2012;237;Recreio;22;85;0;0,00213261;3,863636364;0;0,692;6720,98;10316;7410;2515;315;45;67,02;14,29;9,57;71,83
2012;238;Resplendor;310;1046;4;0,018121237;3,374193548;0,012903226;0,67;12038,75;17107;12846;4369;508,6;0;66,7;0;0;75,09
2012;239;Ribeirão das Neves;15;51;1;4,95002E-05;3,4;0,066666667;0,684;8291,9;303029;248244;60830;7058,43;442,92;56,98;6,28;3,58;81,92
2012;240;Rio Casca;18;49;0;0,001281869;2,722222222;0;0,65;10721;14042;10925;3072;336;0;63,69;0;0;77,8
2012;241;Rio Pardo de Minas;85;310;1;0,002893026;3,647058824;0,011764706;0,624;6321,76;29381;2656;800;68,74;68,74;15,07;100;15,07;9,04
2012;242;Rio Piracicaba;35;151;1;0,002473323;4,314285714;0,028571429;0,685;37775,59;14151;11274;304;69;0;10,64;0;0;79,67
2012;243;Sabará;5;17;0;3,9094E-05;3,4;0;0,731;13686,86;127897;127897;26000;5000;0;82,69;0;0;100
