Ano;Id;Município;prop_inter_pop_total;prop_dias_perm_internacoes;prop_obito_internacao;prop_pop_acesso_esg;idhm;populacao;pib_percapta;cresc_pop;prop_pop_atend_com_esgoto
2011;150;Três Pontas;0;0;0;0,863308554;0,731;54078;14856,58;-0,010009268;0,068456674
2012;150;Três Pontas;0;0;0;0,8757391;0,731;54289;14930,57;-0,009923235;0,071653558
2013;150;Três Pontas;0;0;0;0,875258209;0,731;56156;15320,51;0,018721634;0,070286345
2014;150;Três Pontas;0,000187266;2;0;0,888171891;0,731;56408;17515,5;-0,008724708;0,069972344
2008;151;Tupaciguara;0,003540223;3,531914894;0,021276596;0,774588097;0,634;23792;11798,16;0,023987659;0
2009;151;Tupaciguara;0,003780718;3,5;0;0,796946437;0,634;23841;12346,58;-0,003841519;0,209764691
2010;151;Tupaciguara;7,78331E-05;3;0;0,8475277;0,719;24188;11686,28;-0,028506616;0,213452952
2011;151;Tupaciguara;0;0;0;0,858473075;0,719;24271;15196,66;-0,004825654;0,214329859
2012;151;Tupaciguara;0;0;0;0,901437372;0,719;24350;16229,27;-0,004692633;0,246406571
2013;151;Tupaciguara;0;0;0;0,905804299;0,719;25171;17212,36;0,024752475;0,258233682
2014;151;Tupaciguara;0;0;0;0,908227472;0,719;25269;19755,15;-0,003680699;0,257232182
2008;152;Turmalina;0,003738092;3,064516129;0;0,460560789;0,516;17939;5536,06;0,037403052;0,47466414
2009;152;Turmalina;0,006065443;3,447368421;0,006578947;0,50810632;0,516;18134;5542,82;0,007275212;0,457372891
2010;152;Turmalina;0,009987153;3,518672199;0,004149378;0,558903351;0,682;18055;7681,92;-0,03707103;0,468900582
2011;152;Turmalina;0,005035912;3,114754098;0,016393443;0,617769729;0,682;18222;9141,9;0,003936845;0,681044891
2012;152;Turmalina;0,004975943;2,892561983;0,016528926;0,652124245;0,682;18383;10240,76;0,003756295;0,731926236
2013;152;Turmalina;0,002425447;2,868852459;0;0,662237104;0,682;19114;10488,83;0,03425587;0,71785079
2014;152;Turmalina;0,000395883;2,3;0;0,67959353;0,682;19288;14848,33;0,004373757;0,751970137
2008;153;Uberaba;0,008316549;3,21875;0,0078125;0,986678159;0,692;292377;21279,05;0,03427189;0,038183578
2009;153;Uberaba;0,007759959;2,933333333;0,016666667;0,961871458;0,692;296261;21904,7;0,004743032;0,032886543
2010;153;Uberaba;0,005220534;3,41025641;0,076923077;0,980641107;0,772;295988;24661,21;-0,033820486;0,03381556
2011;153;Uberaba;0,002404649;2,805555556;0;0,980107629;0,772;299361;27143,62;0,002007898;0,034149405
2012;153;Uberaba;0,0032;2,895833333;0,020833333;0,985096969;0,772;302623;31060,69;0,001937078;0,03408201
2013;153;Uberaba;0,002648066;3,073170732;0,024390244;0,979997463;0,772;315360;34449,63;0,0322;0,033247717
2014;153;Uberaba;0,001288411;4,15;0,05;0,979997679;0,772;318813;36403,22;0,002583479;0,033477305
2008;154;Uberlândia;0,000643639;3,9375;0,020833333;0,956084191;0,702;622441;22926,5;0,040721203;0,11575555
2009;154;Uberlândia;0,000464684;3,057142857;0,028571429;0,9565142;0,702;634345;25484,48;0,0099764;0,113583302
2010;154;Uberlândia;0,000842277;4,532258065;0,048387097;0,973447591;0,789;604013;31569,3;-0,022703133;0,121316925
2011;154;Uberlândia;0,000377654;4,392857143;0,035714286;0,97245483;0,789;611904;31954,7;0,007227279;0,120934003
2012;154;Uberlândia;0,000575983;5,255813953;0,023255814;0,972274412;0,789;619536;36861,91;0,006919155;0,119955902
2013;154;Uberlândia;0,000387227;3,566666667;0,066666667;0,972273467;0,789;646673;39770,62;0,037760364;0,119803981
2014;154;Uberlândia;0,000345976;6,740740741;0,037037037;0,972273519;0,789;654681;43291,56;0,007305677;0,119203093
2008;155;Unaí;0,001159834;3,5;0;0,864825075;0,651;77433;17227,08;0,037127854;0,379850968
2009;155;Unaí;0,001085271;4,12244898;0;0,6989824;0,651;78125;16776,38;0,007048222;0,4023424
2010;155;Unaí;0,00077331;4,142857143;0;0,704647715;0,736;77565;17142,26;0,002436323;0,415419326
2011;155;Unaí;0,000351193;4,4375;0;0,701589373;0,736;78144;22177,08;0,006606275;0,453803235
2012;155;Unaí;0,000392602;3,388888889;0;0,703823234;0,736;78703;25664,13;0,006343423;0,452930638
2013;155;Unaí;0,00067299;4,0625;0;0,707943153;0,736;81693;27371,52;0,037100855;0,472745523
2014;155;Unaí;0,001295174;3,790322581;0;0,725193808;0,736;82298;26996,54;0,006750931;0,472441615
2008;156;União de Minas;0,00393217;5,375;0;0,627484144;0,533;4730;16388;0,033528067;0
2009;156;União de Minas;0,002447381;4,3;0;0,685110876;0,533;4735;19066,03;0,004177931;0
2010;156;União de Minas;0,001393728;3,166666667;0;0,617021277;0,672;4418;16915,6;0,053597651;0
2011;156;União de Minas;0,001382807;4;0;0,616992276;0,672;4402;31306,4;0,007897793;0
2012;156;União de Minas;0,000686342;4,333333333;0;0,617103763;0,672;4385;18326;0,007374971;0,125427594
2013;156;União de Minas;0;0;0;0,616940863;0,672;4498;21219,04;0,03820636;0,122276567
2014;156;União de Minas;0;0;0;0,617030762;0,672;4486;24155,87;0,007712649;0,122603656
2008;157;Varginha;0,006780266;2,263157895;0;1,036763305;0,702;120691;23647,13;0,042600688;0
2009;157;Varginha;0,005998059;3,102941176;0;1,045030176;0,702;121785;25013,79;0,011419395;0
2010;157;Varginha;0,007361488;2,881578947;0;0,967338582;0,778;123081;26268,24;-0,089353444;0
2011;157;Varginha;0,010907336;3,371681416;0,008849558;0,967341054;0,778;124162;28571,88;0,003487021;0
2012;157;Varginha;0,01625938;3,059171598;0;0,967342342;0,778;125208;29437,96;0,003281853;0,059053735
2013;157;Varginha;0,005863738;3,349206349;0;0,967334927;0,778;130139;31233,86;0,033673273;0,082527144
2014;157;Varginha;0,015853885;3,245614035;0;0,967341871;0,778;131269;34902,15;0,003909159;0,081892907
2008;159;Varzelândia;0,000814238;2,142857143;0;0,122142821;0,419;19731;3784,61;0,040799031;0
2009;159;Varzelândia;0,00080608;2,571428571;0;0,16008295;0,419;19771;3961,09;0,010119809;0,234687168
2010;159;Varzelândia;0,00075774;3,142857143;0;0,166928228;0,594;19116;4148,36;0,063795486;0,270140197
2011;159;Varzelândia;0,000213721;3;0;0,171358309;0,594;19112;4862,24;0,012989825;0,270196735
2012;159;Varzelândia;0,000738864;2,428571429;0;0,101475822;0,594;19108;5311,1;0,012395811;0,287785221
2013;159;Varzelândia;0,000606857;3,166666667;0;0,103059254;0,594;19678;6123,51;0,043592991;0
2014;159;Varzelândia;0,00029976;3,333333333;0;0,105434231;0,594;19690;6595,75;0,012238293;0,279278822
2008;160;Vazante;0,002575811;2,704545455;0,022727273;0,72406535;0,619;19954;14837,56;0,036592026;0
2009;160;Vazante;0,000930503;3,1875;0,125;0,853507634;0,619;20042;13380,36;0,00661515;0
2010;160;Vazante;0,00082382;3,857142857;0;0,807128733;0,742;19723;17251;-0,011689445;0
2011;160;Vazante;0,000760946;3,307692308;0;0,807126611;0,742;19785;21700,49;0,005295987;0
2012;160;Vazante;0,000757135;5;0,076923077;0,807145737;0,742;19844;22358,13;0,00503395;0,050594638
2013;160;Vazante;0,00016871;5,333333333;0;0,807129621;0,742;20506;25196,32;0,035643564;0,298302936
2014;160;Vazante;0,000503328;3,666666667;0;0,807142857;0,742;20580;28079,74;0,005567428;0,260058309
2008;161;Vespasiano;0,000381485;4,666666667;0;0,781662766;0,598;99557;9959,74;0,029858565;0
2009;161;Vespasiano;0,00139718;2,727272727;0;0,858668971;0,598;101846;10813,5;0,001144456;0,075486519
2010;161;Vespasiano;0,000394737;1,333333333;0;0,857156524;0,688;104527;14923,36;-0,034675473;0,069494006
2011;161;Vespasiano;0,000131718;4;0;0,871012795;0,688;106685;19761,35;-0,001052632;0,071162769
2012;161;Vespasiano;0,000131857;3;0;0,852543417;0,688;108771;21538,55;-0,001053741;0
2013;161;Vespasiano;0,000128172;4;0;0,843299961;0,688;114365;20567,09;0,028744726;0,068202684
2014;161;Vespasiano;0,00025641;2;0;0,894065542;0,688;116506;22631,94;-0,000256345;0,066949342
2008;162;Viçosa;0,001318178;3,37704918;0,016393443;0,879992367;0,677;73362;7704,5;0,047940397;0,598961315
2009;162;Viçosa;0,000999851;3,319148936;0;0,916584649;0,677;74171;8086,23;0,015796525;0,612692292
2010;162;Viçosa;0,001696242;2,948717949;0;0,975768485;0,775;72220;4520,46;-0,021762716;0,622237607
2011;162;Viçosa;0,000580159;2,703703704;0;0,986261094;0,775;72786;6064,2;0,012069415;0,618594235
2012;162;Viçosa;0,000488572;2,695652174;0;0,83236742;0,775;73333;7172,2;0,011538709;0,621071005
2013;162;Viçosa;0,000203712;6,5;0,1;0,867125428;0,775;76147;6590,23;0,042760642;0,62762814
2014;162;Viçosa;0,000463205;4,52173913;0,043478261;0,880005212;0,775;76745;7340,34;0,011509707;0,629865138
