Ano;Id;Prop Inter / Total Pop;Prop Dias Perm / Internações;Prop de Óbitos / Inter;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;% POP_TOT atendida com ES;IDHM;PIB per Capita série revisada;ES002 - Quantidade de ligações ativas de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN046_AE - Índice de esgoto tratado referido à água consumida;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água
2011;72;0,002613274;2,602941176;0,014705882;26021;0,820837016;0,709;13317,73;6985;780,32;33,51;0,7567;0,0429;0,0325;0,8208
2012;72;0,002436981;3,375;0,015625;26262;0,820843805;0,709;14543,45;7225;756,92;712,72;0,7369;0,9416;0,6938;0,8208
2013;72;0,000878445;3,291666667;0,041666667;27321;0,820833791;0,709;16206,04;7436;784,37;784,37;0,7536;1;0,7536;0,8208
2014;72;0,000616411;3,352941176;0;27579;0,820841945;0,709;18009,23;7705;776,17;776,17;0,7495;1;0,7495;0,8208
2008;73;0,00106927;5,434782609;0;21510;0;0,603;20449,13;;;;;;;
2009;73;0,000319081;2,714285714;0,142857143;21938;0,937323366;0,603;22507,8;5996;972;0;0,8189;0;0;0,9373
2010;73;0,002343445;2,592592593;0;23043;0,906132014;0,712;21261,75;6133;989;0;0,8167;0;0;0,9061
2011;73;0,001745052;2,292682927;0;23495;0,902958076;0,712;25020,23;6350;1011;0;0,8193;0;0;0,903
2012;73;0,000584991;2,785714286;0;23932;0,904688283;0,712;28213,6;6730;1070;0;0,7799;0;0;0,9047
2013;73;0,000716019;1,777777778;0;25139;0,869525439;0,712;25111,08;6938;1350;0;0,8905;0;0;0,8695
2014;73;0,000351727;2,555555556;0,111111111;25588;0,982648116;0,712;24581,98;7481;1330;0;0,8932;0;0;0,9826
2008;74;0,007936508;2,027777778;0;4536;0;0,536;4584,05;;;;;;;
2009;74;0,012310398;2,5;0;4549;0,588041328;0,536;5546,3;450;83;0;0,8469;0;0;0,588
2010;74;0,017728905;2,303797468;0;4456;0,718806104;0,676;5263,22;940;114,4;0;0,851;0;0;0,7188
2011;74;0,015684517;2,014285714;0;4463;0,646650235;0,676;6067,24;920;116;0;0,8542;0;0;0,6467
2012;74;0,024171889;2,398148148;0,009259259;4468;0,645926589;0,676;6408,81;940;118;0;0,8689;0;0;0,6459
2013;74;0,014319809;2,166666667;0;4609;0,705142113;0,676;7661,74;953;122;0;0,8499;0;0;0,7051
2014;74;0,018189693;1,797619048;0;4618;1;0,676;9425,08;932;189;0;0,9;0;0;1
2008;75;0,002963681;4,381818182;0;18558;0,477583791;0,43;5796,4;2883;65,1;0;0,1501;0;0;0,4776
2009;75;0,0027517;3,470588235;0;18534;0,46967735;0,43;5999,93;2870;249,36;0;0,6072;0;0;0,4697
2010;75;0,003071253;2,927272727;0;17908;0,4860956;0,634;8702,39;2869;262,98;0;0,5837;0;0;0,4861
2011;75;0,003640845;3,369230769;0;17853;0,529546855;0,634;9424,04;3114;300,41;0;0,5564;0;0;0,5295
2012;75;0,002640746;3,425531915;0;17798;0,5751208;0,634;17488,1;3383;320,22;0;0,5744;0;0;0,5751
2013;75;0,002243748;4,804878049;0,024390244;18273;0,648880862;0,634;20935,03;3902;363,4;92,53;0,5757;0,2546;0,1466;0,6489
2014;75;0,001590348;3,896551724;0;18235;0,68511105;0,634;19265,11;4510;443,08;284,08;0,6232;0,6411;0,3995;0,6851
2008;76;0,000911577;2,5;0;13164;0;0,581;8159,47;;;;;;;
2009;76;0,000453035;3,666666667;0;13244;0;0,581;8573,76;;;;;;;
2010;76;0,000463356;5;0;12949;0;0,665;8612,69;;;;;;;
2011;76;0,000307669;4,25;0;13001;0;0,665;9615,19;;;;;;;
2012;76;7,66E-05;3;0;13052;0,842782715;0,665;10904,85;2400;456;0;0,8978;0;0;0,8428
2013;76;0;0;0;13499;0,829691088;0,665;11144,18;2450;470;0;0,9154;0;0;0,8297
2014;76;7,38E-05;7;0;13559;0,826019618;0,665;12223,94;2450;470;0;0,8977;0;0;0,826
2008;77;0,001560355;3,346666667;0,013333333;48066;0,776245163;0,637;17714,67;10018;1412,54;0;0,8214;0;0;0,7762
2009;77;0,000574677;2,785714286;0;48723;0,781827884;0,637;18056,35;10902;1234,6;0;0,6602;0;0;0,7818
2010;77;0,000206105;3,7;0;48519;0,799810384;0,753;39601,93;11230;1277,26;0;0,6398;0;0;0,7998
2011;77;0,000244514;4,083333333;0;49077;0,814332579;0,753;56139,33;11611;1311,24;0;0,6301;0;0;0,8143
2012;77;0,000483715;3,208333333;0,041666667;49616;0,836262496;0,753;62823,77;12077;1371,4;0;0,6304;0;0;0,8363
2013;77;0,000328763;3,882352941;0;51709;0,827341469;0,753;66533,98;12545;1396,98;0;0,635;0;0;0,8273
2014;77;0,000382555;4,35;0;52280;0,848986228;0,753;68635,77;13068;1419,66;0;0,6321;0;0;0,849
2008;78;0,001897533;3,461538462;0;6851;0;0,615;14356,75;;;;;;;
2009;78;0,002455938;3,235294118;0;6922;0;0,615;16304,22;;;;;;;
2010;78;0,003064664;3;0;6526;0,929359485;0,729;18054,13;1556;295,88;0;0,8418;0;0;0,9294
2011;78;0,001219698;2,875;0;6559;0,980179905;0,729;23243,11;1630;302,81;0;0,8712;0;0;0,9802
2012;78;0,000910332;2,5;0;6591;0,98588985;0,729;25412,39;1630;303,92;0;0,8128;0;0;0,9859
2013;78;0,000293083;3;0;6824;0,957649472;0,729;27226,8;1660;307,42;0;0,8346;0;0;0,9576
2014;78;0;0;0;6860;0,973760933;0,729;26412,27;1660;311;51,8;0,8147;0,1666;0,1357;0,9738
2008;79;0,003777206;3,296037296;0,004662005;113576;0,901951116;0,666;7507,81;29586;3315,38;0;0,6608;0;0;0,902
2009;79;0,002679374;3,472312704;0,013029316;114579;0,938348214;0,666;7825,74;31116;3433,66;478,04;0,6719;0,1392;0,0935;0,9383
2010;79;0,003192804;3,13172043;0;116512;0,954974595;0,761;9696,81;32781;3642,24;1894,03;0,6769;0,52;0,352;0,955
2011;79;0,002135044;3,06374502;0,003984064;117562;0,954976948;0,761;10860,07;34278;3857,26;1919,38;0,6832;0,4976;0,3399;0,955
2012;79;0,004149168;2,957317073;0;118578;0,954974785;0,761;12827,32;35484;3895,34;658,65;0,6813;0,1691;0,1152;0,955
2013;79;0,002555263;2,692063492;0;123275;0,954970594;0,761;13925,52;36788;3993,39;1671,84;0,6804;0,4187;0,2848;0,955
2014;79;0,003103642;2,715025907;0,002590674;124370;0,954973064;0,761;14455,86;38357;3998,65;1370,88;0,6818;0,3428;0,2338;0,955
2008;80;0,001289921;4,551724138;0;22482;0;0,578;7360,25;;;;;;;
2009;80;0,001109189;2,16;0;22539;0;0,578;7433,02;;;;;;;
2010;80;0,00062944;2,714285714;0;22242;0,821418937;0,662;7185,93;6496;855,62;0;0,8;0;0;0,8214
2011;80;0,001436201;2,4375;0;22281;0;0,662;8348,92;;;;;;;
2012;80;0,002105829;2,319148936;0,021276596;22319;0,818585062;0,662;9921,2;6823;856,56;0;0,8;0;0;0,8186
2013;80;0,001519625;2,285714286;0;23032;0,793244182;0,662;10009,15;7051;861,35;0;0,8;0;0;0,7932
2014;80;0,000736313;2,235294118;0;23088;0,791320166;0,662;9972,77;7140;856,6;0;0,8;0;0;0,7913
2008;81;0,00013274;4,780487805;0,024390244;617749;0,788664976;0,651;24070,88;114694;18561,86;11489,82;0,6128;0,619;0,3793;0,7887
2009;81;0,000180686;4,044247788;0,008849558;625393;0,893836356;0,651;24641,23;134042;20365,55;13505,25;0,6857;0,6631;0,4547;0,8938
2010;81;0,000220402;4,654135338;0,007518797;603442;0,954182838;0,756;31743,14;139039;21647,16;15939,71;0,6974;0,7363;0,5135;0,9542
2011;81;0,000156066;4,757894737;0,010526316;608715;0,974935725;0,756;33219,02;143403;22479,12;16055,6;0,6969;0,7142;0,4978;0,9749
2012;81;0,000161286;3,303030303;0,02020202;613815;0,982590846;0,756;36780,63;144462;22525,88;19450,99;0,6757;0,8635;0,5835;0,9826
2013;81;0,000101887;5,353846154;0;637961;0,986411395;0,756;38181,58;151160;23454,13;20408,81;0,6829;0,8702;0,5942;0,9864
2014;81;0,00015696;4,247524752;0;643476;0,996616812;0,756;40833,12;157967;23013,49;20606,5;0,692;0,8954;0,6196;0,9966
2008;82;0,003332963;6,122222222;0,022222222;27003;0,127282154;0,517;4369,6;1015;20,64;20,64;0,0482;1;0,0482;0,1273
2009;82;0,001733678;4,914893617;0;27110;0,187310955;0,517;5089,39;1456;102,17;102,17;0,2447;1;0,2447;0,1873
2010;82;0,001690162;4,5;0,022727273;26033;0,302500672;0,642;4936,38;2282;161,95;161,95;0,3652;1;0,3652;0,3025
2011;82;0,001304832;5,441176471;0,058823529;26057;0,317496258;0,642;5636,4;2410;190,67;190,67;0,4238;1;0,4238;0,3175
2012;82;0,00061352;3,9375;0,0625;26079;0,219832049;0,642;11695,4;1690;130,64;130,64;0,277;1;0,277;0,2198
2013;82;0,00022314;5,166666667;0;26889;0,240172561;0,642;7132,94;1920;147,95;146,91;0,2981;0,993;0,296;0,2402
2014;82;0,000148517;2,25;0;26933;0,258270523;0,642;6555,58;2077;156,69;156,69;0,3091;1;0,3091;0,2583
2008;83;0,00158981;3,361445783;0,006024096;104415;0,938208112;0,648;6339,61;22658;2770,55;0;0,7003;0;0;0,9382
2009;83;0,001275741;3,514925373;0,007462687;105037;0,959890324;0,648;6893,8;23188;2774,99;0;0,7029;0;0;0,9599
2010;83;0,000983663;3,441176471;0,009803922;103694;0,987472756;0,755;8863,84;24219;2893,53;0;0,6692;0;0;0,9875
2011;83;0,000259182;2,962962963;0;104174;0,987472882;0,755;10283,96;25547;2958,25;0;0,6784;0;0;0,9875
2012;83;8,60E-05;3,333333333;0;104637;0,987470971;0,755;11483,22;25992;3019,52;0;0,683;0;0;0,9875
2013;83;0,00032317;4,714285714;0,142857143;108302;0,987470222;0,755;12832,44;26874;3069,29;0;0,6851;0;0;0,9875
2014;83;0,000202126;3,454545455;0,045454545;108843;0,987468188;0,755;13725,15;28308;3198,79;0;0,6984;0;0;0,9875
2008;84;0,00061506;3,285714286;0;11381;0;0,553;6132,95;;;;;;;
2009;84;0,001655341;3,210526316;0,052631579;11478;0;0,553;7474,59;;;;;;;
2010;84;0,001469148;3,2;0;10210;0,583251714;0,668;9060,31;3300;950;0;0,76;0;0;0,5833
2011;84;0,001666503;2,823529412;0;10201;0,78423684;0,668;12771,12;1700;560;0;0,8;0;0;0,7842
2012;84;0,000981258;2,2;0;10191;0,789912668;0,668;12833,44;1762;560;0;0,8;0;0;0,7899
2013;84;0,001144383;2,333333333;0;10486;0,770551211;0,668;11787,24;1799;560;0;0,6222;0;0;0,7706
2014;84;0,000476872;2,8;0;10485;0,774916547;0,668;14231,87;1844;560;0;0,56;0;0;0,7749
2008;85;0,000918876;3;0;15236;0;0,576;6417,64;;;;;;;
2009;85;0,00071554;3,090909091;0;15373;0;0,576;6780,66;;;;;;;
2010;85;0,000616819;3,444444444;0;14591;0,658213968;0,695;7197,12;3020;24,2;0;0,0427;0;0;0,6582
2011;85;0,000614125;3,333333333;0,111111111;14655;0,910542477;0,695;8259,29;4855;417,44;0;0,7381;0;0;0,9105
2012;85;0,000815439;3,833333333;0;14716;0,910573525;0,695;9556,96;4979;428,33;0;0,7428;0;0;0,9106
2013;85;0,001182111;3,666666667;0;15227;0,910553622;0,695;10635,48;5121;426,9;0;0,7402;0;0;0,9106
2014;85;0,001176547;3,722222222;0;15299;0,910582391;0,695;11677,84;5301;437,53;0;0,7398;0;0;0,9106
2008;86;0,001115456;4,120481928;0,012048193;74409;0,691112634;0,608;8417,51;15671;1640,94;0;0,5347;0;0;0,6911
2009;86;0,000719511;4,111111111;0,037037037;75051;0,750569613;0,608;8832,3;17377;1772,86;0;0,5786;0;0;0,7506
2010;86;0,000916207;3,735294118;0;74219;0,80727307;0,713;10786,65;18546;1945,04;0;0,6086;0;0;0,8073
2011;86;0,000602136;4,266666667;0;74734;0,839109375;0,713;11265,67;19483;2034,49;1145,43;0,623;0,563;0,3508;0,8391
2012;86;0,000813182;7,672131148;0;75014;0,870424187;0,713;14129,33;20359;2098,98;2018,03;0,6213;0,9614;0,5973;0,8704
2013;86;0,000488281;5,157894737;0,078947368;77824;0,891460218;0,713;15679,84;21494;2122,95;1972,15;0,6266;0,929;0,582;0,8915
2014;86;0,000421063;4,636363636;0,060606061;78373;0,907876437;0,713;15874,71;22242;2191,85;2079,04;0,632;0,9485;0,5994;0,9079
2008;87;0,004256074;4,5;0;5639;0;0,501;4085,17;;;;;;;
2009;87;0,004037921;4,434782609;0;5696;0;0,501;4636,79;;;;;;;
2010;87;0,004221838;4,090909091;0;5211;0;0,616;4880,47;;;;;;;
2011;87;0,005741627;4,433333333;0;5225;0;0,616;5605,04;;;;;;;
2012;87;0,001718541;4,444444444;0;5237;0,414359366;0,616;6856,75;501;65;0;0,3484;0;0;0,4144
2013;87;0,004067295;4,454545455;0;5409;0,414864115;0,616;8367,63;501;97;68;0,4151;0,701;0,291;0,4149
2014;87;0,001290323;4,142857143;0;5425;0;0,616;8682,9;;;;;;;
2008;88;0,007654535;3,169811321;0;6924;0;0,576;13195,98;;;;;;;
2009;88;0,003882657;2,888888889;0;6954;0;0,576;14554,14;;;;;;;
2010;88;0,003221083;2,863636364;0;6830;0;0,74;12819,38;;;;;;;
2011;88;0,00350365;3,166666667;0;6850;0,654014599;0,74;17871,63;1480;350;0;1;0;0;0,654
2012;88;0,00276605;2,526315789;0;6869;1;0,74;16836,63;1500;360;0;1;0;0;1
2013;88;0,000986471;3,142857143;0;7096;0,968010147;0,74;17277,25;1500;360;0;1;0;0;0,968
2014;88;0,001123596;2,375;0;7120;0,964747191;0,74;18815,56;1596;386,4;0;1;0;0;0,9647
2008;89;0,00144984;3,447761194;0,029850746;46212;0,645048905;0,602;5977,56;8201;855,9;0;0,6113;0;0;0,645
2009;89;0,000517554;5,416666667;0;46372;0,698223066;0,602;6202,71;8869;913,26;0;0,6335;0;0;0,6982
2010;89;0,00043592;4,85;0,1;45880;0,72048823;0,716;8324,22;9102;971,95;0;0,6342;0;0;0,7205
2011;89;0,000369525;5,588235294;0;46005;0,934920117;0,716;9157,78;11400;1126,69;100,62;0,5978;0,0893;0,0534;0,9349
2012;89;0,000390244;3,666666667;0;46125;1;0,716;10586,07;11734;1130,83;96,88;0,6444;0,0857;0,0552;1
2013;89;0,000251852;3,25;0,166666667;47647;0,805150377;0,716;11821,71;11866;1176,35;127,94;0,5972;0,1088;0,0649;0,8052
2014;89;0,000230111;4,545454545;0;47803;0,952408845;0,716;12758,94;12511;1173,27;133,8;0,6003;0,114;0,0685;0,9524
2008;90;0,003314394;3,142857143;0;10560;0;0,556;4139,98;;;;;;;
2009;90;9,44E-05;5;0;10589;0;0,556;4748,25;;;;;;;
2010;90;0,00011443;4;0;8739;0;0,702;4766,13;;;;;;;
2011;90;0,000115902;3;0;8628;0;0,702;5116,64;;;;;;;
2012;90;0;0;0;8520;0,819835681;0,702;5525,92;100;2095;0;1;0;0;0,8198
2013;90;0,000462054;4,25;0;8657;0,81991452;0,702;6513,95;2263;930;0;1;0;0;0,8199
2014;90;0,00011685;3;0;8558;0,522785698;0,702;7182,99;2263;796;0;1;0;0;0,5228
2008;91;0,003206573;4,109375;0;19959;0;0,503;5820,61;;;;;;;
2009;91;0,001840888;4,72972973;0;20099;0;0,503;5281,36;;;;;;;
2010;91;0,003710866;4,084507042;0;19133;0,524381958;0,605;5923,16;3012;228,02;0;0,4994;0;0;0,5244
2011;91;0,001980404;3,947368421;0;19188;0,548728372;0,605;8455,69;3174;318,97;0,05;0,6989;0,0002;0,0001;0,5487
2012;91;0,001715088;3,606060606;0;19241;0,556675848;0,605;9356,41;3262;337,22;0;0,6963;0;0;0,5567
2013;91;0,001358217;4,074074074;0;19879;0,55480658;0,605;8637,05;3380;336,39;0;0,6922;0;0;0,5548
2014;91;0,001453853;3,379310345;0;19947;0,560234622;0,605;9823,86;3430;332,58;0;0,6901;0;0;0,5602
2008;92;0,000379788;4,765432099;0;213277;0;0,445;13902,16;;;;;;;
2009;92;0,000328553;4,507042254;0,014084507;216099;0,832951564;0,445;13048,62;45000;16083;0;1;0;0;0,833
2010;92;0,000183085;7,282051282;0;213016;0,867399632;0,609;16038,82;46194;18915,6;0;1;0;0;0,8674
2011;92;0,000260166;6,964285714;0,071428571;215247;0,879315391;0,609;18375,2;48444;10106;0;0,7794;0;0;0,8793
2012;92;0,00016559;6,638888889;0,138888889;217404;0,974181708;0,609;20235,31;57206;9225,94;0;0,7003;0;0;0,9742
2013;92;0,000176721;9,35;0,025;226345;0,974181007;0,609;21905,02;58716;9112,1;0;0,6935;0;0;0,9742
2014;92;0,000209934;7,770833333;0;228643;0,974182459;0,609;23337,42;60416;8951,86;152,54;0,6937;0,017;0,0118;0,9742
2008;93;0,009897405;3,597560976;0;8285;0,018587809;0,445;4952,06;63;0,66;0;0,0031;0;0;0,0186
2009;93;0,010161881;3,790697674;0;8463;0,052936311;0,445;5366,98;152;6,29;0;0,0297;0;0;0,0529
2010;93;0,014820593;2,563909774;0;8974;0,079674616;0,609;4691,53;261;14,31;0;0,0655;0;0;0,0797
2011;93;0,024110844;2,823529412;0;9166;0,124590879;0,609;5785,53;412;23,12;0,13;0,0993;0,0056;0,0006;0,1246
2012;93;0,018714576;3,034285714;0;9351;0,17730724;0,609;5227,45;590;34,86;34,86;0,1514;1;0,1514;0,1773
2013;93;0,005082334;2,78;0;9838;0,248424477;0,609;5395,66;854;54,12;39,48;0,236;0,7295;0,1721;0,2484
2014;93;0,005086267;3;0;10027;0,255609853;0,609;5958,94;894;57,96;57,96;0,2556;1;0,2556;0,2556
2008;94;0,009895547;2,888888889;0;5457;0;0,597;6752,62;;;;;;;
2009;94;0,005296804;3,620689655;0;5475;0;0,597;6405;;;;;;;
2010;94;0,003271747;2,647058824;0,058823529;5196;0,798691301;0,709;9434,61;1183;;0;;;0;0,7987
2011;94;0,004235657;3,818181818;0,045454545;5194;0;0,709;10541,84;;;;;;;
2012;94;0,003659476;4,263157895;0;5192;0;0,709;11277,53;;;;;;;
2013;94;0,001871257;2,7;0,1;5344;1;0,709;11723,04;500;204;0;1;0;0;1
2014;94;0,001683502;3,333333333;0,111111111;5346;0,999625889;0,709;13044,86;500;280;0;1;0;0;0,9996
2008;95;0,0027121;3,58974359;0,051282051;14380;1;0,603;7982,87;4807;457,37;0;0,7087;0;0;1
2009;95;0,001461785;2,571428571;0;14366;1;0,603;8182,53;5007;463,02;0;0,7323;0;0;1
2010;95;0,001959646;2,777777778;0,037037037;13778;0,915517492;0,719;8815,03;5121;478,79;389,99;0,7383;0,8145;0,6014;0,9155
2011;95;0,000801049;2,272727273;0;13732;0,915525779;0,719;10203,73;5216;476,93;393,44;0,7403;0,8249;0,6107;0,9155
2012;95;0,000365337;2,2;0;13686;0,915534122;0,719;11275,88;5279;468,63;446,08;0,7402;0,9519;0,7045;0,9155
2013;95;0,000996583;2,285714286;0;14048;0,915503986;0,719;12093,64;5400;470,06;445,56;0,7442;0,9479;0,7054;0,9155
2014;95;0,002640217;2,621621622;0;14014;0,915513058;0,719;13127,97;5494;464,1;464,1;0,7473;1;0,7473;0,9155
2008;96;0,000951701;3,916666667;0,041666667;25218;0,65032913;0,618;10991,81;6411;1426,5;0;0,85;0;0;0,6503
2009;96;0,000979163;2,24;0;25532;0,99796334;0,618;9716,05;6560;1470;;0,8497;;;0,998
2010;96;0,001070579;2,481481481;0;25220;0,807850912;0,685;12375,27;6570;1742,32;;0,9678;;;0,8079
2011;96;0,000471106;7,083333333;0;25472;0,807867462;0,685;14683,44;7082;1934,72;0;0,9547;0;0;0,8079
2012;96;0,000816644;2,666666667;0;25715;0,800233327;0,685;14370,42;7346;1619,96;0;0,8537;0;0;0,8002
2013;96;0,00059793;2,5625;0,0625;26759;0,807840353;0,685;12487,8;7569;1565,32;0;0,8482;0;0;0,8078
2014;96;0,000444132;2,083333333;0;27019;0,807838928;0,685;17255,78;7761;1490,62;0;0,8372;0;0;0,8078
2008;97;0,011714959;3,171597633;0,017751479;14426;0;0,569;6194,58;;;;;;;
2009;97;0,008935936;3,715384615;0,007692308;14548;0;0,569;6190,76;;;;;;;
2010;97;0,010602443;3,390728477;0,013245033;14242;0;0,672;6879,61;;;;;;;
2011;97;0,013608765;3,441025641;0,025641026;14329;0,628096866;0,672;7583,86;2499;356,97;0;0,6766;0;0;0,6281
2012;97;0,012141816;3,434285714;0,011428571;14413;0,628113509;0,672;8577,58;5000;359,97;0;0,6779;0;0;0,6281
2013;97;0,007161981;3,607476636;0,037383178;14940;0,627844712;0,672;8920,86;5000;372,92;0;0,6706;0;0;0,6278
2014;97;0,009046162;3,132352941;0,014705882;15034;0,623919117;0,672;10341,24;5000;372,92;0;0,6572;0;0;0,6239
2008;98;0,000120054;3,857142857;0;58307;0,13732485;0,538;4746,23;2424;222,25;0;0,1574;0;0;0,1373
2009;98;0,000286157;3,882352941;0;59408;0,153884999;0,538;4902,47;2758;244,98;0;0,1675;0;0;0,1539
2010;98;0,00038161;4,086956522;0,043478261;60271;0,154402615;0,671;5410,3;2830;273,05;0;0,1646;0;0;0,1544
2011;98;8,16E-05;2,8;0;61283;0,156731883;0,671;6113,44;2942;284,73;9,9;0,1547;0,0348;0,0054;0,1567
2012;98;0,000112428;5,428571429;0;62262;0,151858276;0,671;6926,69;2922;270,53;1,53;0,1382;0,0057;0,0008;0,1519
2013;98;6,13E-05;4;0;65224;0,148058997;0,671;7310,24;2987;276,75;0;0,1278;0;0;0,1481
2014;98;0,000105681;6,714285714;0;66237;0,177468786;0,671;7926,89;3611;301,5;15,81;0,1288;0,0524;0,0068;0,1775
2008;99;0,002043755;4,136363636;0;21529;0;0,546;9100,37;;;;;;;
2009;99;0,002498612;3,925925926;0,018518519;21612;0;0,546;8670,58;;;;;;;
2010;99;0,002931397;3,970149254;0,029850746;22856;0;0,663;7878,69;;;;;;;
2011;99;0,001519427;3,285714286;0,028571429;23035;0;0,663;10950,27;;;;;;;
2012;99;0,001292658;3,566666667;0;23208;0;0,663;11098,85;;;;;;;
2013;99;0,002365342;3,842105263;0;24098;0;0,663;11550,2;;;;;;;
2014;99;0,002346935;3,701754386;0,01754386;24287;0;0,663;13366,29;;;;;;;
2008;100;0,001758182;4,769230769;0,076923077;7394;0;0,581;14407,69;;;;;;;
2009;100;0,00120984;4,555555556;0;7439;0;0,581;17698,08;;;;;;;
2010;100;0,003088907;4,956521739;0;7446;0,469245232;0,696;60620,93;1059;118,49;0;0,4249;0;0;0,4692
2011;100;0,001201602;6;0;7490;0,469826435;0,696;59745,87;1061;115,24;0;0,4061;0;0;0,4698
2012;100;0,002389804;5,888888889;0;7532;0,962825279;0,696;109797,1;2217;304,21;0;1;0;0;0,9628
2013;100;0;0;0;7804;0,474884675;0,696;63248,69;1131;122,16;0;0,4041;0;0;0,4749
2014;100;0;0;0;7851;0,491020252;0,696;53740,27;1186;123,07;0;0,4192;0;0;0,491
2008;101;0,002901535;3,290322581;0;10684;0;0,585;5389,32;;;;;;;
2009;101;0,003064351;3,333333333;0;10769;0;0,585;6119,73;;;;;;;
2010;101;0,005502846;3,034482759;0;10540;0,816413662;0,675;6558,39;2000;;0;;;0;0,8164
2011;101;0,007264151;3,246753247;0;10600;0;0,675;8787,29;;;;;;;
2012;101;0,010228019;3,211009174;0,009174312;10657;0,844515342;0,675;9494,21;2800;1000;0;1;0;0;0,8445
2013;101;0,008694077;2,979166667;0;11042;0,815069734;0,675;10134,67;3000;1100;0;1;0;0;0,8151
2014;101;0,008823265;3,091836735;0;11107;0,810299811;0,675;11164,24;3255;1100;0;1;0;0;0,8103
2008;102;0,00419882;2,144144144;0,009009009;26436;0,823800878;0,607;47366,93;6148;867,47;0;0,693;0;0;0,8238
2009;102;0,002504143;2,455882353;0;27155;0,821395691;0,607;51346,8;6333;962,75;0;0,7383;0;0;0,8214
2010;102;0,002132942;3,475409836;0;28599;0,825413476;0,732;65983,88;6794;1026,74;0;0,6958;0;0;0,8254
2011;102;0,002046455;2,233333333;0;29319;0,844435349;0,732;81418,03;7214;1058,16;5,86;0,6853;0,0055;0,0038;0,8444
2012;102;0,001932303;2,103448276;0;30016;0,88063033;0,732;103412,75;7666;1128,92;0,96;0,6697;0,0009;0,0006;0,8806
2013;102;0,001230556;2,538461538;0,025641026;31693;0,874672641;0,732;128859,55;8052;1177,31;0;0,6518;0;0;0,8747
2014;102;0,000648108;2,428571429;0;32402;0,909912968;0,732;144320,88;8635;1206,39;0;0,633;0;0;0,9099
2008;103;0,000187582;3;0;10662;0;0,451;5031,07;;;;;;;
2009;103;0,00278966;4,2;0;10754;0;0,451;5116,12;;;;;;;
2010;103;0,002125809;5,818181818;0;10349;0;0,58;5354,51;;;;;;;
2011;103;0,00144203;3,8;0;10402;0,460296097;0,58;6837,19;1018;143,67;0;0,7256;0;0;0,4603
2012;103;0,000765404;4,25;0;10452;0,458094145;0,58;7576,79;953;144,5;0;0,85;0;0;0,4581
2013;103;0,000554426;4;0;10822;0,442432083;0,58;8074,18;964;144,5;0;0,8118;0;0;0,4424
2014;103;0,000183824;3;0;10880;0,452665441;0,58;8589,87;1045;152;0;0,8444;0;0;0,4527
2008;104;0,001630906;3,80733945;0,009174312;66834;0,887497382;0,655;9983,7;18970;6480;0;0,9;0;0;0,8875
2009;104;0,00171187;3,434782609;0,034782609;67178;0,900607342;0,655;10409,2;20204;6480;0;0,9;0;0;0,9006
2010;104;0,001704336;3,45045045;0,036036036;65128;0,918330058;0,755;13512,63;20842;6012;0;0,9;0;0;0,9183
2011;104;0,00128639;3,488095238;0,023809524;65299;0,923903888;0,755;15089,06;22236;6091,99;0;0,9;0;0;0,9239
2012;104;0,0020011;3,366412214;0,030534351;65464;0,923973482;0,755;16744,21;22352;6729;0;0,8956;0;0;0,924
2013;104;0,000872562;3,644067797;0,016949153;67617;0,942706716;0,755;17261,02;22546;7267;0;0,977;0;0;0,9427
2014;104;0,001724824;3,435897436;0,051282051;67833;0,940250321;0,755;18976,54;22872;5480;0;1;0;0;0,9403
2008;105;0,001434776;3,432432432;0,027027027;25788;0,444586629;0,48;5704,71;2860;;0;;;0;0,4446
2009;105;0,001000231;3,192307692;0,038461538;25994;0,467954143;0,48;6127,32;2824;;;;;;0,468
2010;105;0,000642261;2,9375;0;24912;0,480611753;0,654;6054,91;2939;;;;;;0,4806
2011;105;0,000759514;2,894736842;0,052631579;25016;0,506355932;0,654;8331,21;3128;475;0;0,7139;0;0;0,5064
2012;105;0,000318522;2,25;0;25116;0,504339863;0,654;9202,97;3198;591;0;0,885;0;0;0,5043
2013;105;0,001385521;6,694444444;0,027777778;25983;0;0,654;11768,82;;;;;;;
2014;105;0,00091947;5,458333333;0,041666667;26102;0,509960923;0,654;11975,23;3545;319,18;319,18;0,5003;1;0,5003;0,51
2008;106;0,00166377;3,033333333;0,011111111;54094;0,857877029;0,643;12796,54;15192;1688,36;1688,36;0,7994;1;0,7994;0,8579
2009;106;0,001112753;3,049180328;0;54819;0,872288805;0,643;14347,19;15635;1692,7;1692,7;0,8058;1;0,8058;0,8723
2010;106;0,000579786;2,193548387;0;53468;0,86199222;0,73;14502,77;16543;1821,76;1821,76;0,8023;1;0,8023;0,862
2011;106;0,000648172;2,8;0,057142857;53998;0,861994889;0,73;17901,74;17630;1870,67;1727,67;0,8024;0,9236;0,7411;0,862
2012;106;0,000568693;2,516129032;0;54511;0,861991158;0,73;19729,38;18303;1937,23;1873,91;0,7973;0,9673;0,7712;0,862
