Ano;Id;Prop Inter / Total Pop;Prop Dias Perm / Internações;Prop de Óbitos / Inter;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;% POP_TOT atendida com ES;IDHM;PIB per Capita série revisada;ES002 - Quantidade de ligações ativas de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN046_AE - Índice de esgoto tratado referido à água consumida;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água
2011;224;0,008654774;3,075539568;0,010791367;32121;0,896796488;0,737;20526,36;10940;1394,56;1394,56;0,7047;1;0,7047;0,8968
2012;224;0,010200297;2,915151515;0,003030303;32352;0,893298714;0,737;19944,2;11310;1441,05;1441,05;0,7921;1;0,7921;0,8933
2013;224;0,009023228;2,95379538;0,00990099;33580;0,895890411;0,737;15236,52;11589;1455,56;1455,56;0,788;1;0,788;0,8959
2014;224;0,013832649;2,801282051;0,002136752;33833;0,895900452;0,737;19806,72;11903;1433,53;1433,53;0,7876;1;0,7876;0,8959
2008;225;0,000706219;4,283018868;0,018867925;150095;0,956807355;0,716;19137,52;44379;7605,43;1140,81;0,854;0,15;0,1281;0,9568
2009;225;0,00034335;3,884615385;0,019230769;151449;0,967850564;0,716;18609,93;45988;7603;1342;0,8491;0,1765;0,1499;0,9679
2010;225;0,000321448;4,489795918;0;152435;0,963689441;0,779;24538,88;47741;7987;1476;0,8499;0,1848;0,1571;0,9637
2011;225;0,000149617;4,434782609;0;153726;0,973693455;0,779;27660,43;49038;8142,89;2035,72;0,8492;0,25;0,2123;0,9737
2012;225;0,000161317;3,76;0;154974;0,973685909;0,779;31220,24;50282;8418,2;2104;0,85;0,2499;0,2124;0,9737
2013;225;0,000173886;3,857142857;0;161025;0,9979941;0,779;36331,2;51348;8700,98;2044,29;0,85;0,2349;0,1997;0,998
2014;225;0,000203228;4,545454545;0,03030303;162379;0,997807598;0,779;39985,71;52497;8476,93;1581,24;0,85;0,1865;0,1586;0,9978
2008;226;0,000899281;3,375;0;8896;0;0,537;5192,57;;;;;;;
2009;226;0,000341297;6,333333333;0;8790;0,261660978;0,537;6249,04;1350;400;0;0,5479;0;0;0,2617
2010;226;0;0;0;8986;0,462942355;0,626;4929,27;1680;242,33;0;0,8;0;0;0,4629
2011;226;0,000112108;3;0;8920;0;0,626;5548,56;;;;;;;
2012;226;0;0;0;8856;0;0,626;6246,5;;;;;;;
2013;226;0,000552486;2,6;0;9050;1;0,626;6923,68;2611;520,34;0;0,5;0;0;1
2014;226;0,000333556;1,666666667;0;8994;1;0,626;7799,55;2700;737;0;0,4997;0;0;1
2008;227;0,001757054;3,557692308;0,038461538;29595;0;0,546;14296,98;;;;;;;
2009;227;0,000300712;4,333333333;0;29929;0,630692639;0,546;12958,16;6200;717;20;0,6064;0,0279;0,0169;0,6307
2010;227;0,000446659;3,230769231;0;29105;0,792990895;0,689;12059,37;6380;810,6;21,06;0,6543;0,026;0,017;0,793
2011;227;0,0005113;3,466666667;0;29337;0;0,689;14192,25;;;;;;;
2012;227;0,000338284;2,9;0;29561;0;0,689;14556,84;;;;;;;
2013;227;0,000260595;3,875;0;30699;0,884393628;0,689;16441,76;18000;720;0;0,5327;0;0;0,8844
2014;227;0,00064635;3,75;0;30943;0;0,689;18183,44;;;;;;;
2008;228;0,001896246;3,486238532;0,009174312;57482;0,899986083;0,62;11241,45;11291;2848,43;0;0,9;0;0;0,9
2009;228;0,00350366;3,702970297;0,034653465;57654;0,857876297;0,62;11924,2;11477;3328;0;0,8;0;0;0,8579
2010;228;0,002700819;3,612903226;0,006451613;57390;0,879804844;0,717;13625,91;11809;;0;;;0;0,8798
2011;228;0,002154611;5,879032258;0,056451613;57551;0,891383295;0,717;17660,44;12307;3884;0;0,7998;0;0;0,8914
2012;228;0,001091741;4,80952381;0,015873016;57706;0,971406786;0,717;18587,87;12855;4420;0;0,8459;0;0;0,9714
2013;228;0,000838729;3,94;0,06;59614;0,949994968;0,717;19015,45;13404;4898,12;0;0,9245;0;0;0,95
2014;228;0,000919517;4,6;0,036363636;59814;0,959992644;0,717;21786,99;13763;3580,12;0;1;0;0;0,96
2008;229;0,00910843;3,011594203;0,005797101;37877;0,251366264;0,482;3796,77;2821;111,11;0;0,1195;0;0;0,2514
2009;229;0,00676497;2,7109375;0,00390625;37842;0,282173247;0,482;4012,68;3211;277,99;110,42;0,2899;0,3972;0,1151;0,2822
2010;229;0,005421639;2,573529412;0;37627;0,30908656;0,651;4543,28;3520;330,18;330,18;0,3287;1;0,3287;0,3091
2011;229;0,00467998;2,551136364;0,011363636;37607;0,325684048;0,651;5190,67;3716;336,57;336,57;0,3348;1;0,3348;0,3257
2012;229;0,00364478;2,948905109;0,02189781;37588;0,236777695;0,651;5876,18;2716;257,49;257,49;0,2242;1;0,2242;0,2368
2013;229;0,003333592;2,589147287;0,023255814;38697;0,250251958;0,651;6450,39;2962;267,96;267,75;0,2186;0,9992;0,2184;0,2503
2014;229;0,002325041;3,155555556;0;38709;0,26458963;0,651;7050,74;3130;279,44;279,44;0,2206;1;0,2206;0,2646
2008;230;0,004208865;4,3125;0;15206;0,341246876;0,473;4218,07;1449;49,39;0;0,3653;0;0;0,3412
2009;230;0,002165781;4,060606061;0;15237;0,35971648;0,473;4730,87;1672;144,25;0;0,496;0;0;0,3597
2010;230;0,000446799;5,428571429;0;15667;0,375183507;0,624;4867,51;1802;155,8;0;0,542;0;0;0,3752
2011;230;0,000762583;5;0;15736;0,389870361;0,624;5426,9;1898;160,83;0,03;0,5407;0,0002;0,0001;0,3899
2012;230;0,000189861;4,333333333;0;15801;0,467122334;0,624;6173,01;2281;208,89;0,05;0,6287;0,0002;0,0002;0,4671
2013;230;0,000183486;4;0;16350;0,515351682;0,624;6663,84;2574;202,8;0;0,6009;0;0;0,5154
2014;230;0,000121743;3;0;16428;0,517287558;0,624;7353,49;2634;212,19;40,81;0,5943;0,1923;0,1143;0,5173
2008;231;0,00036479;5,826086957;0,02173913;126100;1;0,69;17567,73;36592;4592,23;16,07;0,7743;0,0035;0,0027;1
2009;231;0,000453217;7,189655172;0,103448276;127974;1;0,69;20033,53;37360;4762,78;20,63;0,7829;0,0043;0,0034;1
2010;231;0,000482334;7,634920635;0,047619048;130615;0,915591624;0,774;23915,64;38736;4962,37;22,6;0,7757;0,0046;0,0035;0,9156
2011;231;0,000317113;4,928571429;0;132445;0,915595153;0,774;27096,72;40257;5284,62;23,38;0,7735;0,0044;0,0034;0,9156
2012;231;0,000454495;6,93442623;0,032786885;134215;0,915590657;0,774;31255,6;41755;5456,89;2702,86;0,7708;0,4953;0,3818;0,9156
2013;231;0,000292391;6,097560976;0;140223;0,915591593;0,774;36668,99;43130;5506,11;4682,19;0,7751;0,8504;0,6591;0,9156
2014;231;0,000190043;5,185185185;0,037037037;142073;0,915592688;0,774;41742,99;44716;5475,83;5360,26;0,7777;0,9789;0,7613;0,9156
2008;232;0,0025922;2,863636364;0;8487;0;0,559;6522,87;;;;;;;
2009;232;0,003621495;3,483870968;0,032258065;8560;0;0,559;6503,72;;;;;;;
2010;232;0,001668454;3,071428571;0;8391;1;0,689;7365;2904;;0;;;0;1
2011;232;0,001776409;3,133333333;0;8444;0,707366177;0,689;9492,71;2005;154,41;0;0,6391;0;0;0,7074
2012;232;0,001765745;2,733333333;0,066666667;8495;0,707474985;0,689;10684,02;2081;157,02;0;0,6408;0;0;0,7075
2013;232;0,001021914;3,666666667;0;8807;0,707391847;0,689;14308,55;2162;173,15;0;0,6483;0;0;0,7074
2014;232;0,000564016;4,6;0;8865;0,707388607;0,689;13047,03;2228;179,13;0;0,6509;0;0;0,7074
2008;233;0,004741655;2,380952381;0;26573;0;0,578;13509,03;;;;;;;
2009;233;0,004058532;2,211009174;0,009174312;26857;0;0,578;15941,59;;;;;;;
2010;233;0,006472366;2,353293413;0,005988024;25802;0,736377025;0,695;20971,65;7521;1308;0;1;0;0;0,7364
2011;233;0,003927155;2,088235294;0;25973;0,731528895;0,695;23922,25;7521;1506;0;1;0;0;0,7315
2012;233;0,001683308;2,25;0;26139;0,753663109;0,695;25729,6;7722;1600;0;1;0;0;0,7537
2013;233;0,001733742;2,191489362;0;27109;0,737762367;0,695;27594,38;7730;1800;0;1;0;0;0,7378
2014;233;0,001502217;2,073170732;0,024390244;27293;0,751144982;0,695;29853,48;9140;3000;0;1;0;0;0,7511
2008;234;0,017522044;3,987096774;0;8846;0;0,627;11172,8;;;;;;;
2009;234;0,00125;4,363636364;0;8800;0;0,627;11044,18;;;;;;;
2010;234;0,003065743;7,222222222;0;8807;0;0,729;11801,6;;;;;;;
2011;234;0,000341841;6;0;8776;0;0,729;13623,38;;;;;;;
2012;234;0,00114338;4,2;0;8746;0,779670707;0,729;13656,67;3107;743,12;0;1;0;0;0,7797
2013;234;0;0;0;8975;0,759777159;0,729;13241,16;3107;743,12;0;1;0;0;0,7598
2014;234;0;0;0;8952;0,761729223;0,729;15860,58;3107;743,12;0;1;0;0;0,7617
2008;235;0,001536623;3,666666667;0;5857;0;0,47;4127,53;;;;;;;
2009;235;0,000170853;5;0;5853;0;0,47;4229,27;;;;;;;
2010;235;0,000180603;3;0;5537;0,404912407;0,632;4213,39;800;160;0;0,8;0;0;0,4049
2011;235;0;0;0;5514;0,406601378;0,632;5049,82;850;180;0;0,8571;0;0;0,4066
2012;235;0,000182116;5;0;5491;0,408304498;0,632;5497,62;900;180;0;0,8571;0;0;0,4083
2013;235;0;0;0;5630;0;0,632;5949,43;;;;;;;
2014;235;0,001603706;5;0;5612;0,296507484;0,632;6375,18;752;74,16;0;1;0;0;0,2965
2008;236;0,002236136;2,709090909;0,036363636;24596;0,615140673;0,548;5807,32;4143;691,4;0;0,9962;0;0;0,6151
2009;236;0,002722913;2,507462687;0,029850746;24606;0,487157604;0,548;6101,84;4149;736;0;0,9946;0;0;0,4872
2010;236;0,002267193;2,462962963;0,018518519;23818;0,534805609;0,655;6383,21;4306;615;0;0,7987;0;0;0,5348
2011;236;0,001009124;2,458333333;0;23783;0,540932599;0,655;8037,39;4415;637;0;0,7985;0;0;0,5409
2012;236;0,002400202;2,842105263;0,035087719;23748;0,599839987;0,655;8436,47;4625;651,53;0;0,806;0;0;0,5998
2013;236;0,0016378;2,65;0;24423;0,626376776;0,655;8754,78;4802;676,87;0;0,7965;0;0;0,6264
2014;236;0,001433956;3,257142857;0;24408;0,642535234;0,655;9794,55;4947;693,98;0;0,8;0;0;0,6425
2008;237;0,002187559;5,565217391;0,043478261;10514;0;0,596;5226,46;;;;;;;
2009;237;0,002087683;4,954545455;0;10538;0,767602961;0,596;5658,41;2337;504;0;0,8;0;0;0,7676
2010;237;0,002039033;4,142857143;0;10299;0,797067676;0,692;5435,65;2383;514,08;0;0,8147;0;0;0,7971
2011;237;0,002425301;4,32;0,04;10308;0,79637175;0,692;5830,31;2408;516;2,6;0,8165;0,005;0,0041;0,7964
2012;237;0,00213261;3,863636364;0;10316;0,718301667;0,692;6720,98;2515;315;45;0,6702;0,1429;0,0957;0,7183
2013;237;0,001692525;3,555555556;0;10635;0,796426892;0,692;6974,15;2586;537,2;45;0,85;0,0838;0,0712;0,7964
2014;237;0,002159422;7,47826087;0;10651;0,851844897;0,692;7746,91;2627;428;45;0,8215;0,1051;0,0864;0,8518
2008;238;0,009053123;3,830188679;0;17563;0;0,58;8252,54;;;;;;;
2009;238;0,009654702;3,464705882;0;17608;0;0,58;8769,82;;;;;;;
2010;238;0,011527883;3,588832487;0,030456853;17089;0;0,67;9850,82;;;;;;;
2011;238;0,011697275;3,33;0;17098;0,750906539;0,67;11100,85;4454;209,93;0;0,273;0;0;0,7509
2012;238;0,018121237;3,374193548;0,012903226;17107;0,750920676;0,67;12038,75;4369;508,6;0;0,667;0;0;0,7509
2013;238;0,014633316;3,197674419;0,007751938;17631;0,750893313;0,67;12305,69;4417;505,91;0;0,6623;0;0;0,7509
2014;238;0,012065938;2,971830986;0,004694836;17653;0,750920523;0,67;13136,78;4352;486,08;264,9;0,6611;0,545;0,3603;0,7509
2008;239;6,47E-05;4,227272727;0,045454545;340033;0,533436461;0,577;4409,33;44106;4981,83;395,28;0,4944;0,0793;0,0392;0,5334
2009;239;4,58E-05;6,1875;0,0625;349307;0,590695291;0,577;4903,54;50208;5346,01;303,83;0,5236;0,0568;0,0298;0,5907
2010;239;8,10E-05;4,375;0;296317;0,735938201;0,684;5849,66;53542;6058,41;524,83;0,5571;0,0866;0,0483;0,7359
2011;239;5,00E-05;3,933333333;0,066666667;299729;0,794511042;0,684;6725,48;58162;6689,02;442,2;0,5704;0,0661;0,0377;0,7945
2012;239;4,95E-05;3,4;0,066666667;303029;0,819208723;0,684;8291,9;60830;7058,43;442,92;0,5698;0,0628;0,0358;0,8192
2013;239;7,28E-05;5,695652174;0,043478261;315819;0,885260228;0,684;9103,18;66221;7553,48;655,26;0,5841;0,0867;0,0507;0,8853
2014;239;7,20E-05;4,782608696;0;319310;0,923842034;0,684;10315,41;69857;7792,77;1545,19;0,6014;0,1983;0,1192;0,9238
2008;240;0,000875657;4,076923077;0;14846;0;0,538;8187,45;;;;;;;
2009;240;0,001149425;2,058823529;0;14790;0,687559162;0,538;7306,39;2782;206,27;0;0,4271;0;0;0,6876
2010;240;0,000915428;2,153846154;0,076923077;14201;0,73213154;0,65;9441,14;2896;321,49;0;0,6377;0;0;0,7321
2011;240;0,000708215;4;0;14120;0,748371105;0,65;9206,35;2964;319,75;0;0,6389;0;0;0,7484
2012;240;0,001281869;2,722222222;0;14042;0,778023074;0,65;10721;3072;336;0;0,6369;0;0;0,778
2013;240;0,001112966;2,6875;0;14376;0,771285476;0,65;11011,67;3132;338,54;0;0,639;0;0;0,7713
2014;240;0,000698812;2,7;0;14310;0,780153739;0,65;10804,22;3182;338,49;0;0,6379;0;0;0,7802
2008;241;0,002523638;3,013333333;0;29719;0,001110401;0,421;5126,36;14;0,07;0,07;0,0002;1;0,0002;0,0011
2009;241;0,003172271;3,136842105;0;29947;0,020436104;0,421;5039,48;181;8,36;8,36;0,0208;1;0,0208;0,0204
2010;241;0,005395374;3,006369427;0,006369427;29099;0,311591464;0,624;4922,86;2584;220,47;220,47;0,5109;1;0,5109;0,3116
2011;241;0,004856029;2,908450704;0;29242;0,31793311;0,624;5800,44;2700;234,19;234,19;0,5569;1;0,5569;0,3179
2012;241;0,002893026;3,647058824;0,011764706;29381;0,090398557;0,624;6321,76;800;68,74;68,74;0,1507;1;0,1507;0,0904
2013;241;0,002268394;3,072463768;0;30418;0,111118417;0,624;7078,59;1013;75,45;74,86;0,1678;0,9922;0,1664;0,1111
2014;241;0,002747073;2,666666667;0;30578;0,123618288;0,624;7699,99;1135;87,84;87,84;0,1994;1;0,1994;0,1236
2008;242;0,003244997;3,9375;0;14792;0;0,568;14039,63;;;;;;;
2009;242;0,003031119;4,022222222;0;14846;0;0,568;8000,3;;;;;;;
2010;242;0,005300728;4,066666667;0,013333333;14149;0,085942469;0,685;30534,32;304;37,98;0;0,0627;0;0;0,0859
2011;242;0,003816254;4,148148148;0,018518519;14150;0,085936396;0,685;42234,29;304;41,92;0;0,0672;0;0;0,0859
2012;242;0,002473323;4,314285714;0,028571429;14151;0,796692813;0,685;37775,59;304;69;0;0,1064;0;0;0,7967
2013;242;0,001028948;3,466666667;0;14578;0,796679929;0,685;43107,78;350;348,42;70;0,524;0,2009;0,1053;0,7967
2014;242;0,000479781;3,428571429;0;14590;0,796641535;0,685;40047,3;700;348,42;70;0,5151;0,2009;0,1035;0,7966
2008;243;0,00079818;6,2;0;125285;0;0,621;8590,44;;;;;;;
2009;243;0,000404136;6,352941176;0,019607843;126195;0;0,621;7964,43;;;;;;;
2010;243;0,000142553;7,444444444;0;126269;0,799998416;0,731;10749,43;36479;3938,55;0;0,6867;0;0;0,8
2011;243;0,00023604;8,233333333;0;127097;0;0,731;12284,53;;;;;;;
2012;243;3,91E-05;3,4;0;127897;1;0,731;13686,86;26000;5000;0;0,8269;0;0;1
2013;243;0,000211104;7,464285714;0;132636;0,90734039;0,731;15180,45;27155;1987,05;0;0,323;0;0;0,9073
2014;243;6,74E-05;4,777777778;0;133528;0,895497574;0,731;15969,67;26958;3612,52;0;0,6107;0;0;0,8955
2008;244;0,007775193;4,165354331;0,023622047;16334;0;0,517;5023,71;;;;;;;
2009;244;0,013169178;3,906976744;0,013953488;16326;0,59138797;0,517;5368,11;1967;484;0;0,8506;0;0;0,5914
2010;244;0,015219052;3,933054393;0,025104603;15704;0,516301579;0,638;6108,59;2007;405;0;0,8443;0;0;0,5163
2011;244;0,013919928;3,871559633;0,013761468;15661;0,548496265;0,638;6290,09;2079;405;0;0,819;0;0;0,5485
2012;244;0,009347589;3,280821918;0,02739726;15619;0,549971189;0,638;7529,89;2161;408;0;0,8251;0;0;0,55
2013;244;0,010347837;3,271084337;0,006024096;16042;0,536092757;0,638;8331,18;2217;408;0;0,8126;0;0;0,5361
2014;244;0,013737979;2,677272727;0,009090909;16014;0,537030099;0,638;8886,57;2302;408;0;0,8126;0;0;0,537
2008;245;0,001567603;3,416666667;0,083333333;22965;0,805138254;0,628;24830,6;6782;939;939;0,8001;1;0,8001;0,8051
2009;245;0,001514365;2,771428571;0;23112;0,945266528;0,628;22804,56;6989;1005;1005;0,8002;1;0,8002;0,9453
2010;245;0,001715768;2,585365854;0;23896;0,825661199;0,732;23783,65;7239;1031;1031;0,7983;1;0,7983;0,8257
2011;245;0,000705599;3,764705882;0;24093;0,806624331;0,732;27600,71;7435;959,4;959,4;0,6975;1;0,6975;0,8066
2012;245;0,001317794;3,125;0;24283;0,80661368;0,732;29692,7;7703;1123,72;1123,72;0,8;1;0,8;0,8066
2013;245;0,001347869;3,029411765;0;25225;0,828543112;0,732;30563,56;8145;1042,51;1042,51;0,7299;1;0,7299;0,8285
2014;245;0,001494181;2,447368421;0,026315789;25432;0,991742686;0,732;31064,14;8404;1043,57;1043,57;0,7;1;0,7;0,9917
2008;246;0,001423838;2,472727273;0,018181818;38628;0,590167754;0,535;5602,6;6816;606,69;0;0,52;0;0;0,5902
2009;246;0,001237464;3,229166667;0,020833333;38789;0,623836655;0,535;6123,33;7254;683,76;0;0,5796;0;0;0,6238
2010;246;0,001582521;2,806451613;0,016129032;39178;0,651232835;0,679;7638;7682;750,15;0;0,5325;0;0;0,6512
2011;246;0,002209973;2,701149425;0,045977011;39367;0,676912135;0,679;8396,29;8065;795,48;4,51;0,5406;0,0057;0,0031;0,6769
2012;246;0,002756005;2,623853211;0,018348624;39550;0,814538559;0,679;9987,63;9838;909,44;45,39;0,561;0,0499;0,028;0,8145
2013;246;0,00183186;2,453333333;0;40942;0,817546773;0,679;10852,38;10154;971,17;971,17;0,5905;1;0,5905;0,8175
2014;246;0,002238552;4,130434783;0,02173913;41098;0,879118205;0,679;11451,25;10611;963,73;963,73;0,595;1;0,595;0,8791
2008;247;0,000549914;4,133333333;0,066666667;27277;0;0,605;7875,84;;;;;;;
2009;247;0,00061659;3,470588235;0,058823529;27571;0,981828733;0,605;6839,26;8820;3336;;1;;;0,9818
2010;247;0,000789209;6,090909091;0;27876;0;0,707;9114,4;;;;;;;
2011;247;0,000284091;3,625;0;28160;0,816761364;0,707;14346,64;8000;800;0;0,7605;0;0;0,8168
2012;247;0,000140672;4,75;0;28435;0;0,707;22750,35;;;;;;;
2013;247;0,000270316;2;0;29595;0,880013516;0,707;23766,06;7950;803;0;0,6466;0;0;0,88
2014;247;0,000100375;3,333333333;0;29888;0,876204497;0,707;23973,68;8102;850;0;0,6772;0;0;0,8762
2008;248;0,002932291;2,606060606;0;11254;0;0,623;24266,96;;;;;;;
2009;248;0,001382767;2,875;0;11571;0;0,623;24475,65;;;;;;;
2010;248;0,00299903;2,852941176;0;11337;0;0,706;22317,32;;;;;;;
2011;248;0,000258889;2;0;11588;0,862961685;0,706;36817,79;3000;339;0;0,5961;0;0;0,863
2012;248;0;0;0;11830;0,853761623;0,706;33279,36;3200;349;0;0,5884;0;0;0,8538
2013;248;0,000642312;2,875;0;12455;0,995584103;0,706;35425,73;3280;400;0;0,6303;0;0;0,9956
2014;248;0,000314911;2,5;0;12702;0,988820658;0,706;57539,98;3300;450;0;0,7047;0;0;0,9888
2008;249;0,00012311;4,642857143;0,035714286;227438;0,744497401;0,608;7502,62;37222;4707,44;1232,13;0,61;0,2617;0,1597;0,7445
2009;249;0,000112259;5,692307692;0;231607;0,767882663;0,608;7711,45;39535;5075,34;1408,7;0,6284;0,2776;0,1744;0,7679
2010;249;0,000211883;5,069767442;0,023255814;202942;0,898803599;0,715;10979,47;40698;5323,92;1438,56;0,6339;0,2702;0,1713;0,8988
2011;249;0,000112565;4,47826087;0;204327;0,90720267;0,715;11878,51;41625;5493,51;1513,78;0,6296;0,2756;0,1735;0,9072
2012;249;0,000145868;8,3;0,1;205666;0,914959206;0,715;12910,11;42419;5528,11;1121,2;0,6181;0,2028;0,1254;0,915
2013;249;4,69E-05;4,4;0;213345;0,896393166;0,715;14814,38;43355;5666,01;2920,41;0,618;0,5154;0,3186;0,8964
2014;249;6,98E-05;5,666666667;0,066666667;214830;0,91722292;0,715;15105,19;44726;5493,46;4799,94;0,6151;0,8738;0,5374;0,9172
2008;250;0,007388005;2,809090909;0;14889;0;0,497;4427,75;;;;;;;
2009;250;0,00676445;2,801980198;0,00990099;14931;0;0,497;4780,28;;;;;;;
2010;250;0,014657867;2,497630332;0;14395;0;0,64;4842,72;;;;;;;
2011;250;0,013612056;2,724489796;0,010204082;14399;0,612889784;0,64;5737,05;2304;66,38;0;0,1661;0;0;0,6129
2012;250;0,012845438;2,783783784;0,010810811;14402;0,616372726;0,64;6310,56;2340;221,1;0;0,5478;0;0;0,6164
2013;250;0,013814947;2,67804878;0;14839;0,613451041;0,64;7042,46;2400;229,13;0;0,5437;0;0;0,6135
2014;250;0,012117948;3,15;0;14854;0,644405547;0,64;7521,33;2521;236,83;0;0,5552;0;0;0,6444
2008;251;0,001821103;3,352941176;0;9335;0,50487413;0,599;10262,8;0;32,03;0;0,1123;0;0;0,5049
2009;251;0,001392907;3,153846154;0;9333;0,522661524;0,599;10923,42;1738;182,02;0;0,659;0;0;0,5227
2010;251;0,000775451;2,571428571;0;9027;0,555666334;0,69;9719,93;1810;188,3;0;0,6602;0;0;0,5557
2011;251;0,000333037;3;0;9008;0,577486679;0,69;11230,21;1872;197,54;0;0,6542;0;0;0,5775
2012;251;0,001446051;4,538461538;0;8990;0,595661846;0,69;12360,67;1926;200,75;0;0,6525;0;0;0,5957
2013;251;0,000216474;2;0;9239;0,59162247;0,69;14742,8;1970;200,31;0;0,6538;0;0;0,5916
2014;251;0;0;0;9228;0,611183355;0,69;14554,69;2033;199,01;0;0,6612;0;0;0,6112
2008;252;0,000688113;2,5;0;5813;0;0,589;9326,44;;;;;;;
2009;252;0,001703868;3;0;5869;0;0,589;8443,06;;;;;;;
2010;252;0,001401963;4;0;4993;0;0,682;7101,9;;;;;;;
2011;252;0,001808682;2,777777778;0;4976;0;0,682;8010,98;;;;;;;
2012;252;0,000604839;2;0;4960;1;0,682;8013,59;3500;408;0;0,7987;0;0;1
2013;252;0,001375246;3,428571429;0;5090;1;0,682;9021,12;3820;408;0;0,7956;0;0;1
2014;252;0,000984834;2,4;0;5077;1;0,682;9414,14;3820;408;0;0,7987;0;0;1
2008;253;0,001007726;2,722222222;0,027777778;35724;0,873866308;0,654;17101,37;9822;1243,84;0;0,7449;0;0;0,8739
2009;253;0,000829876;2,366666667;0;36150;0,892973721;0,654;16514,73;10197;1260,4;0;0,7529;0;0;0,893
2010;253;0,000635694;2,458333333;0;37754;0,859723473;0,721;24778,57;10573;1313,39;0;0,7524;0;0;0,8597
2011;253;0,000365984;1,928571429;0,071428571;38253;0,85972342;0,721;26979,01;10961;1369,04;0;0,7526;0;0;0,8597
2012;253;0,000206537;4,125;0;38734;0,859735633;0,721;28863,57;11361;1401,36;0;0,7506;0;0;0,8597
2013;253;0,000173117;3,857142857;0;40435;0,859725485;0,721;31325,46;11664;1406,6;720,84;0,7508;0,5125;0,3847;0,8597
2014;253;0,000537359;2,545454545;0;40941;0,85972497;0,721;33238,44;12086;1378,74;1155,77;0,7516;0,8383;0,63;0,8597
2008;254;0,002648505;1,952380952;0;15858;0;0,565;13618,22;;;;;;;
2009;254;0,003546324;2,142857143;0;15791;0,804382243;0,565;17820,54;8822;322;0;0,4235;0;0;0,8044
2010;254;0,002756644;2,34;0;18138;0,822913221;0,71;17356,9;8950;323;0;0,3878;0;0;0,8229
2011;254;0,002243502;3,097560976;0,024390244;18275;0,816744186;0,71;24391,88;9040;326;0;0,371;0;0;0,8167
2012;254;0,003096816;2,350877193;0,035087719;18406;0,814951646;0,71;25089,31;9130;329;0;0,3442;0;0;0,815
2013;254;0,003245054;2,983870968;0,032258065;19106;0,798387941;0,71;26517,17;9221;332,29;0;0,3275;0;0;0,7984
2014;254;0,003948052;2,578947368;0,013157895;19250;0,800311688;0,71;26123,7;9311;335,6;0;0,3048;0;0;0,8003
2008;255;0,004358994;3,178571429;0,008928571;25694;0,850782284;0,623;8656,59;7104;849,48;0;0,7511;0;0;0,8508
2009;255;0,002085023;3,425925926;0,037037037;25899;0,868913858;0,623;8488,65;7342;874,73;0;0,755;0;0;0,8689
2010;255;0,002194418;2,719298246;0,035087719;25975;0,85439846;0,724;10054,24;7586;927,04;0;0,7528;0;0;0,8544
2011;255;0,001070009;2,535714286;0;26168;0,854402323;0,724;11569,81;7869;962,25;0;0,7526;0;0;0,8544
2012;255;0,001593746;2,523809524;0;26353;0,854399879;0,724;14446,22;8061;1004,89;0;0,7497;0;0;0,8544
2013;255;0,001206493;2,909090909;0,03030303;27352;0,854416496;0,724;14957,48;8402;1028,64;0;0,7496;0;0;0,8544
2014;255;0,0014153;2,41025641;0;27556;0,854405574;0,724;15620,13;8822;966,56;740,53;0,7519;0,7662;0,5761;0,8544
2008;256;0,000698561;4,242424242;0;47240;0;0,64;9946,49;;;;;;;
2009;256;0,001100669;3,673076923;0,019230769;47244;0,681165862;0,64;11922,45;9247;268,07;0;0,1529;0;0;0,6812
2010;256;0,000950652;3,522727273;0,022727273;46284;0,682870971;0,741;11136,2;9121;986,34;0;0,5666;0;0;0,6829
2011;256;0,000648705;3,7;0;46246;0,691194914;0,741;11707,55;9252;977,47;0,23;0,5685;0,0002;0,0001;0,6912
2012;256;0,000454467;3,761904762;0;46208;0,696784107;0,741;12591,74;9360;981,49;0;0,562;0;0;0,6968
2013;256;0,000399521;4,052631579;0,052631579;47557;0,697689089;0,741;12858,01;9674;988,46;0;0,5638;0;0;0,6977
2014;256;0,000441566;3,285714286;0;47558;0,706400606;0,741;14473,33;9886;1021,74;0;0,5675;0;0;0,7064
2008;257;0,001512436;3,259259259;0,037037037;17852;0;0,561;5763,25;;;;;;;
2009;257;0,002128017;2,973684211;0,026315789;17857;1;0,561;6423,64;;;;;;;
2010;257;0,001209887;3,285714286;0;17357;0,998329204;0,69;7015,41;3390;585,37;0;1;0;0;0,9983
2011;257;0,00167282;3,896551724;0;17336;0,605964467;0,69;8276,05;3390;385,37;0;0,4131;0;0;0,606
2012;257;0,001905972;2,909090909;0;17314;0,607312002;0,69;9430,74;3405;390;0;0,4001;0;0;0,6073
2013;257;0,001010611;4,333333333;0;17811;0,590365504;0,69;10502,5;3500;400;0;0,7881;0;0;0,5904
2014;257;0,00168492;3,766666667;0,033333333;17805;0,590845268;0,69;11114,73;3500;440;0;0,8519;0;0;0,5908
2008;258;0,001148671;4,936507937;0,031746032;54846;0,097782883;0,485;3767,81;1288;55,17;0;0,0441;0;0;0,0978
